code_muni	code_state	name_region	Cidade_Estado	municipio_sigla	pop	Cidade	Sigla	estado	Total_Casos	incidencia
1100015	11	Norte	ALTA FLORESTA D'OESTE / RONDONIA	ALTA FLORESTA D'OESTE (RO)	21494	ALTA FLORESTA D'OESTE	RO	RONDONIA	32	148.87875686238
1100023	11	Norte	ARIQUEMES / RONDONIA	ARIQUEMES (RO)	96833	ARIQUEMES	RO	RONDONIA	197	203.443041112018
1100031	11	Norte	CABIXI / RONDONIA	CABIXI (RO)	5351	CABIXI	RO	RONDONIA	38	710.147635955896
1100049	11	Norte	CACOAL / RONDONIA	CACOAL (RO)	86887	CACOAL	RO	RONDONIA	75	86.3190120501341
1100056	11	Norte	CEREJEIRAS / RONDONIA	CEREJEIRAS (RO)	15890	CEREJEIRAS	RO	RONDONIA	102	641.913152926369
1100064	11	Norte	COLORADO DO OESTE / RONDONIA	COLORADO DO OESTE (RO)	15663	COLORADO DO OESTE	RO	RONDONIA	4	25.537891847028
1100072	11	Norte	CORUMBIARA / RONDONIA	CORUMBIARA (RO)	7519	CORUMBIARA	RO	RONDONIA	5	66.4982045484772
1100080	11	Norte	COSTA MARQUES / RONDONIA	COSTA MARQUES (RO)	12627	COSTA MARQUES	RO	RONDONIA	148	1172.09154985349
1100098	11	Norte	ESPIGAO D'OESTE / RONDONIA	ESPIGAO D'OESTE (RO)	29414	ESPIGAO D'OESTE	RO	RONDONIA	66	224.382946896036
1100106	11	Norte	GUAJARA-MIRIM / RONDONIA	GUAJARA-MIRIM (RO)	39387	GUAJARA-MIRIM	RO	RONDONIA	9	22.8501789930688
1100114	11	Norte	JARU / RONDONIA	JARU (RO)	50591	JARU	RO	RONDONIA	7	13.8364531240735
1100122	11	Norte	JI-PARANA / RONDONIA	JI-PARANA (RO)	124333	JI-PARANA	RO	RONDONIA	31	24.9330427159322
1100130	11	Norte	MACHADINHO D'OESTE / RONDONIA	MACHADINHO D'OESTE (RO)	30707	MACHADINHO D'OESTE	RO	RONDONIA	120	390.790373530465
1100148	11	Norte	NOVA BRASILANDIA D'OESTE / RONDONIA	NOVA BRASILANDIA D'OESTE (RO)	15679	NOVA BRASILANDIA D'OESTE	RO	RONDONIA	10	63.7795777791951
1100155	11	Norte	OURO PRETO DO OESTE / RONDONIA	OURO PRETO DO OESTE (RO)	35044	OURO PRETO DO OESTE	RO	RONDONIA	7	19.9748887113343
1100189	11	Norte	PIMENTA BUENO / RONDONIA	PIMENTA BUENO (RO)	35079	PIMENTA BUENO	RO	RONDONIA	5	14.2535420051883
1100205	11	Norte	PORTO VELHO / RONDONIA	PORTO VELHO (RO)	460434	PORTO VELHO	RO	RONDONIA	311	67.544968442817
1100254	11	Norte	PRESIDENTE MEDICI / RONDONIA	PRESIDENTE MEDICI (RO)	19327	PRESIDENTE MEDICI	RO	RONDONIA	132	682.982356289129
1100262	11	Norte	RIO CRESPO / RONDONIA	RIO CRESPO (RO)	3471	RIO CRESPO	RO	RONDONIA	3	86.4304235090752
1100288	11	Norte	ROLIM DE MOURA / RONDONIA	ROLIM DE MOURA (RO)	56406	ROLIM DE MOURA	RO	RONDONIA	27	47.8672481650888
1100296	11	Norte	SANTA LUZIA D'OESTE / RONDONIA	SANTA LUZIA D'OESTE (RO)	7419	SANTA LUZIA D'OESTE	RO	RONDONIA	10	134.789055128724
1100304	11	Norte	VILHENA / RONDONIA	VILHENA (RO)	95832	VILHENA	RO	RONDONIA	25	26.0873194757492
1100320	11	Norte	SAO MIGUEL DO GUAPORE / RONDONIA	SAO MIGUEL DO GUAPORE (RO)	21635	SAO MIGUEL DO GUAPORE	RO	RONDONIA	11	50.8435405592789
1100338	11	Norte	NOVA MAMORE / RONDONIA	NOVA MAMORE (RO)	25444	NOVA MAMORE	RO	RONDONIA	4	15.7207986165697
1100379	11	Norte	ALTO ALEGRE DOS PARECIS / RONDONIA	ALTO ALEGRE DOS PARECIS (RO)	11479	ALTO ALEGRE DOS PARECIS	RO	RONDONIA	29	252.635246972733
1100403	11	Norte	ALTO PARAISO / RONDONIA	ALTO PARAISO (RO)	16320	ALTO PARAISO	RO	RONDONIA	3	18.3823529411765
1100452	11	Norte	BURITIS / RONDONIA	BURITIS (RO)	27992	BURITIS	RO	RONDONIA	28	100.02857959417
1100502	11	Norte	NOVO HORIZONTE DO OESTE / RONDONIA	NOVO HORIZONTE DO OESTE (RO)	7667	NOVO HORIZONTE DO OESTE	RO	RONDONIA	2	26.0858223555498
1100601	11	Norte	CACAULANDIA / RONDONIA	CACAULANDIA (RO)	4150	CACAULANDIA	RO	RONDONIA	12	289.156626506024
1100700	11	Norte	CAMPO NOVO DE RONDONIA / RONDONIA	CAMPO NOVO DE RONDONIA (RO)	8844	CAMPO NOVO DE RONDONIA	RO	RONDONIA	17	192.220714608774
1100809	11	Norte	CANDEIAS DO JAMARI / RONDONIA	CANDEIAS DO JAMARI (RO)	22310	CANDEIAS DO JAMARI	RO	RONDONIA	97	434.782608695652
1100908	11	Norte	CASTANHEIRAS / RONDONIA	CASTANHEIRAS (RO)	3233	CASTANHEIRAS	RO	RONDONIA	4	123.724095267553
1100924	11	Norte	CHUPINGUAIA / RONDONIA	CHUPINGUAIA (RO)	9324	CHUPINGUAIA	RO	RONDONIA	7	75.0750750750751
1100940	11	Norte	CUJUBIM / RONDONIA	CUJUBIM (RO)	14863	CUJUBIM	RO	RONDONIA	80	538.249344008612
1101104	11	Norte	ITAPUA DO OESTE / RONDONIA	ITAPUA DO OESTE (RO)	8548	ITAPUA DO OESTE	RO	RONDONIA	6	70.1918577445016
1101203	11	Norte	MINISTRO ANDREAZZA / RONDONIA	MINISTRO ANDREAZZA (RO)	6466	MINISTRO ANDREAZZA	RO	RONDONIA	4	61.8620476337767
1101302	11	Norte	MIRANTE DA SERRA / RONDONIA	MIRANTE DA SERRA (RO)	9235	MIRANTE DA SERRA	RO	RONDONIA	2	21.6567406605306
1101401	11	Norte	MONTE NEGRO / RONDONIA	MONTE NEGRO (RO)	11548	MONTE NEGRO	RO	RONDONIA	16	138.552130239002
1101450	11	Norte	PARECIS / RONDONIA	PARECIS (RO)	4125	PARECIS	RO	RONDONIA	1	24.2424242424242
1101468	11	Norte	PIMENTEIRAS DO OESTE / RONDONIA	PIMENTEIRAS DO OESTE (RO)	2156	PIMENTEIRAS DO OESTE	RO	RONDONIA	17	788.497217068646
1101476	11	Norte	PRIMAVERA DE RONDONIA / RONDONIA	PRIMAVERA DE RONDONIA (RO)	3076	PRIMAVERA DE RONDONIA	RO	RONDONIA	5	162.548764629389
1101484	11	Norte	SAO FELIPE D'OESTE / RONDONIA	SAO FELIPE D'OESTE (RO)	5258	SAO FELIPE D'OESTE	RO	RONDONIA	1	19.0186382655002
1101492	11	Norte	SAO FRANCISCO DO GUAPORE / RONDONIA	SAO FRANCISCO DO GUAPORE (RO)	16286	SAO FRANCISCO DO GUAPORE	RO	RONDONIA	11	67.5426746899177
1101500	11	Norte	SERINGUEIRAS / RONDONIA	SERINGUEIRAS (RO)	11171	SERINGUEIRAS	RO	RONDONIA	4	35.8070002685525
1101559	11	Norte	TEIXEIROPOLIS / RONDONIA	TEIXEIROPOLIS (RO)	4256	TEIXEIROPOLIS	RO	RONDONIA	13	305.451127819549
1101609	11	Norte	THEOBROMA / RONDONIA	THEOBROMA (RO)	8113	THEOBROMA	RO	RONDONIA	1	12.3258967089856
1101708	11	Norte	URUPA / RONDONIA	URUPA (RO)	10725	URUPA	RO	RONDONIA	5	46.6200466200466
1101807	11	Norte	VALE DO PARAISO / RONDONIA	VALE DO PARAISO (RO)	6479	VALE DO PARAISO	RO	RONDONIA	1	15.4344806297268
1200013	12	Norte	ACRELANDIA / ACRE	ACRELANDIA (AC)	14021	ACRELANDIA	AC	ACRE	14	99.8502246630055
1200054	12	Norte	ASSIS BRASIL / ACRE	ASSIS BRASIL (AC)	8100	ASSIS BRASIL	AC	ACRE	3	37.037037037037
1200104	12	Norte	BRASILEIA / ACRE	BRASILEIA (AC)	26000	BRASILEIA	AC	ACRE	11	42.3076923076923
1200138	12	Norte	BUJARI / ACRE	BUJARI (AC)	12917	BUJARI	AC	ACRE	15	116.126035457149
1200179	12	Norte	CAPIXABA / ACRE	CAPIXABA (AC)	10392	CAPIXABA	AC	ACRE	3	28.8683602771363
1200203	12	Norte	CRUZEIRO DO SUL / ACRE	CRUZEIRO DO SUL (AC)	91888	CRUZEIRO DO SUL	AC	ACRE	92	100.121887515236
1200252	12	Norte	EPITACIOLANDIA / ACRE	EPITACIOLANDIA (AC)	18757	EPITACIOLANDIA	AC	ACRE	5	26.6567148264648
1200302	12	Norte	FEIJO / ACRE	FEIJO (AC)	35426	FEIJO	AC	ACRE	7	19.7594986732908
1200328	12	Norte	JORDAO / ACRE	JORDAO (AC)	9222	JORDAO	AC	ACRE	3	32.5309043591412
1200336	12	Norte	MANCIO LIMA / ACRE	MANCIO LIMA (AC)	19294	MANCIO LIMA	AC	ACRE	23	119.208043951488
1200344	12	Norte	MANOEL URBANO / ACRE	MANOEL URBANO (AC)	11996	MANOEL URBANO	AC	ACRE	13	108.369456485495
1200351	12	Norte	MARECHAL THAUMATURGO / ACRE	MARECHAL THAUMATURGO (AC)	17093	MARECHAL THAUMATURGO	AC	ACRE	24	140.408354297081
1200385	12	Norte	PLACIDO DE CASTRO / ACRE	PLACIDO DE CASTRO (AC)	16560	PLACIDO DE CASTRO	AC	ACRE	8	48.3091787439614
1200393	12	Norte	PORTO WALTER / ACRE	PORTO WALTER (AC)	10735	PORTO WALTER	AC	ACRE	9	83.8379133674895
1200401	12	Norte	RIO BRANCO / ACRE	RIO BRANCO (AC)	364756	RIO BRANCO	AC	ACRE	187	51.2671484499227
1200427	12	Norte	RODRIGUES ALVES / ACRE	RODRIGUES ALVES (AC)	14938	RODRIGUES ALVES	AC	ACRE	10	66.9433659124381
1200450	12	Norte	SENADOR GUIOMARD / ACRE	SENADOR GUIOMARD (AC)	21454	SENADOR GUIOMARD	AC	ACRE	2	9.32227090519251
1200500	12	Norte	SENA MADUREIRA / ACRE	SENA MADUREIRA (AC)	41343	SENA MADUREIRA	AC	ACRE	16	38.7006264663909
1200609	12	Norte	TARAUACA / ACRE	TARAUACA (AC)	43467	TARAUACA	AC	ACRE	17	39.1101295235466
1200708	12	Norte	XAPURI / ACRE	XAPURI (AC)	18243	XAPURI	AC	ACRE	23	126.075755084142
1200807	12	Norte	PORTO ACRE / ACRE	PORTO ACRE (AC)	16693	PORTO ACRE	AC	ACRE	12	71.8864194572575
1300029	13	Norte	ALVARAES / AMAZONAS	ALVARAES (AM)	15866	ALVARAES	AM	AMAZONAS	58	365.561578217572
1300060	13	Norte	AMATURA / AMAZONAS	AMATURA (AM)	10819	AMATURA	AM	AMAZONAS	1	9.24299842869027
1300086	13	Norte	ANAMA / AMAZONAS	ANAMA (AM)	9962	ANAMA	AM	AMAZONAS	1	10.0381449508131
1300102	13	Norte	ANORI / AMAZONAS	ANORI (AM)	17194	ANORI	AM	AMAZONAS	7	40.7118762358962
1300201	13	Norte	ATALAIA DO NORTE / AMAZONAS	ATALAIA DO NORTE (AM)	15314	ATALAIA DO NORTE	AM	AMAZONAS	11	71.8296983152671
1300300	13	Norte	AUTAZES / AMAZONAS	AUTAZES (AM)	41564	AUTAZES	AM	AMAZONAS	4	9.6237128284092
1300409	13	Norte	BARCELOS / AMAZONAS	BARCELOS (AM)	18834	BARCELOS	AM	AMAZONAS	1	5.30954656472337
1300508	13	Norte	BARREIRINHA / AMAZONAS	BARREIRINHA (AM)	31051	BARREIRINHA	AM	AMAZONAS	11	35.425590158127
1300607	13	Norte	BENJAMIN CONSTANT / AMAZONAS	BENJAMIN CONSTANT (AM)	37648	BENJAMIN CONSTANT	AM	AMAZONAS	254	674.670633234169
1300631	13	Norte	BERURI / AMAZONAS	BERURI (AM)	20718	BERURI	AM	AMAZONAS	8	38.6137658075104
1300680	13	Norte	BOA VISTA DO RAMOS / AMAZONAS	BOA VISTA DO RAMOS (AM)	23785	BOA VISTA DO RAMOS	AM	AMAZONAS	5	21.0216523018709
1300706	13	Norte	BOCA DO ACRE / AMAZONAS	BOCA DO ACRE (AM)	35447	BOCA DO ACRE	AM	AMAZONAS	62	174.909019098936
1300805	13	Norte	BORBA / AMAZONAS	BORBA (AM)	33080	BORBA	AM	AMAZONAS	55	166.263603385732
1300839	13	Norte	CAAPIRANGA / AMAZONAS	CAAPIRANGA (AM)	13469	CAAPIRANGA	AM	AMAZONAS	1	7.42445615858638
1300904	13	Norte	CANUTAMA / AMAZONAS	CANUTAMA (AM)	16869	CANUTAMA	AM	AMAZONAS	4	23.712134684925
1301001	13	Norte	CARAUARI / AMAZONAS	CARAUARI (AM)	28742	CARAUARI	AM	AMAZONAS	117	407.069793333797
1301100	13	Norte	CAREIRO / AMAZONAS	CAREIRO (AM)	30792	CAREIRO	AM	AMAZONAS	101	328.007274616784
1301159	13	Norte	CAREIRO DA VARZEA / AMAZONAS	CAREIRO DA VARZEA (AM)	19637	CAREIRO DA VARZEA	AM	AMAZONAS	2	10.1848551204359
1301209	13	Norte	COARI / AMAZONAS	COARI (AM)	70616	COARI	AM	AMAZONAS	142	201.087572221593
1301308	13	Norte	CODAJAS / AMAZONAS	CODAJAS (AM)	23549	CODAJAS	AM	AMAZONAS	1	4.24646481803898
1301407	13	Norte	EIRUNEPE / AMAZONAS	EIRUNEPE (AM)	33170	EIRUNEPE	AM	AMAZONAS	249	750.678323786554
1301506	13	Norte	ENVIRA / AMAZONAS	ENVIRA (AM)	17186	ENVIRA	AM	AMAZONAS	6	34.9121377865705
1301605	13	Norte	FONTE BOA / AMAZONAS	FONTE BOA (AM)	25871	FONTE BOA	AM	AMAZONAS	2	7.73066367747671
1301704	13	Norte	HUMAITA / AMAZONAS	HUMAITA (AM)	57473	HUMAITA	AM	AMAZONAS	37	64.3780557827154
1301803	13	Norte	IPIXUNA / AMAZONAS	IPIXUNA (AM)	24311	IPIXUNA	AM	AMAZONAS	14	57.5871004894904
1301852	13	Norte	IRANDUBA / AMAZONAS	IRANDUBA (AM)	61163	IRANDUBA	AM	AMAZONAS	139	227.261579713225
1301902	13	Norte	ITACOATIARA / AMAZONAS	ITACOATIARA (AM)	103598	ITACOATIARA	AM	AMAZONAS	121	116.797621575706
1301951	13	Norte	ITAMARATI / AMAZONAS	ITAMARATI (AM)	10937	ITAMARATI	AM	AMAZONAS	2	18.2865502422968
1302207	13	Norte	JURUA / AMAZONAS	JURUA (AM)	10742	JURUA	AM	AMAZONAS	4	37.23701359151
1302405	13	Norte	LABREA / AMAZONAS	LABREA (AM)	45448	LABREA	AM	AMAZONAS	17	37.4053863756381
1302504	13	Norte	MANACAPURU / AMAZONAS	MANACAPURU (AM)	101883	MANACAPURU	AM	AMAZONAS	188	184.525386963478
1302553	13	Norte	MANAQUIRI / AMAZONAS	MANAQUIRI (AM)	17107	MANAQUIRI	AM	AMAZONAS	2	11.6911205939089
1302603	13	Norte	MANAUS / AMAZONAS	MANAUS (AM)	2063689	MANAUS	AM	AMAZONAS	838	40.6068937712998
1302702	13	Norte	MANICORE / AMAZONAS	MANICORE (AM)	53914	MANICORE	AM	AMAZONAS	14	25.9672812256557
1302801	13	Norte	MARAA / AMAZONAS	MARAA (AM)	15529	MARAA	AM	AMAZONAS	5	32.1978234271363
1302900	13	Norte	MAUES / AMAZONAS	MAUES (AM)	61204	MAUES	AM	AMAZONAS	44	71.8907260963336
1303007	13	Norte	NHAMUNDA / AMAZONAS	NHAMUNDA (AM)	20136	NHAMUNDA	AM	AMAZONAS	2	9.93245927691696
1303106	13	Norte	NOVA OLINDA DO NORTE / AMAZONAS	NOVA OLINDA DO NORTE (AM)	27062	NOVA OLINDA DO NORTE	AM	AMAZONAS	1	3.6952183874067
1303205	13	Norte	NOVO AIRAO / AMAZONAS	NOVO AIRAO (AM)	15761	NOVO AIRAO	AM	AMAZONAS	37	234.756677875769
1303304	13	Norte	NOVO ARIPUANA / AMAZONAS	NOVO ARIPUANA (AM)	23818	NOVO ARIPUANA	AM	AMAZONAS	7	29.3895373247124
1303403	13	Norte	PARINTINS / AMAZONAS	PARINTINS (AM)	96372	PARINTINS	AM	AMAZONAS	151	156.684514174241
1303536	13	Norte	PRESIDENTE FIGUEIREDO / AMAZONAS	PRESIDENTE FIGUEIREDO (AM)	30668	PRESIDENTE FIGUEIREDO	AM	AMAZONAS	67	218.468762227729
1303569	13	Norte	RIO PRETO DA EVA / AMAZONAS	RIO PRETO DA EVA (AM)	24936	RIO PRETO DA EVA	AM	AMAZONAS	92	368.944497914662
1303700	13	Norte	SANTO ANTONIO DO ICA / AMAZONAS	SANTO ANTONIO DO ICA (AM)	28211	SANTO ANTONIO DO ICA	AM	AMAZONAS	10	35.4471659990784
1303809	13	Norte	SAO GABRIEL DA CACHOEIRA / AMAZONAS	SAO GABRIEL DA CACHOEIRA (AM)	51795	SAO GABRIEL DA CACHOEIRA	AM	AMAZONAS	4	7.72275316150208
1303908	13	Norte	SAO PAULO DE OLIVENCA / AMAZONAS	SAO PAULO DE OLIVENCA (AM)	32967	SAO PAULO DE OLIVENCA	AM	AMAZONAS	5	15.1666818333485
1303957	13	Norte	SAO SEBASTIAO DO UATUMA / AMAZONAS	SAO SEBASTIAO DO UATUMA (AM)	11670	SAO SEBASTIAO DO UATUMA	AM	AMAZONAS	1	8.56898029134533
1304005	13	Norte	SILVES / AMAZONAS	SILVES (AM)	11559	SILVES	AM	AMAZONAS	3	25.953802232027
1304062	13	Norte	TABATINGA / AMAZONAS	TABATINGA (AM)	66764	TABATINGA	AM	AMAZONAS	44	65.9037804804985
1304104	13	Norte	TAPAUA / AMAZONAS	TAPAUA (AM)	19599	TAPAUA	AM	AMAZONAS	2	10.2046022756263
1304203	13	Norte	TEFE / AMAZONAS	TEFE (AM)	73669	TEFE	AM	AMAZONAS	145	196.826344866905
1304237	13	Norte	TONANTINS / AMAZONAS	TONANTINS (AM)	19247	TONANTINS	AM	AMAZONAS	130	675.42993713306
1304302	13	Norte	URUCARA / AMAZONAS	URUCARA (AM)	18631	URUCARA	AM	AMAZONAS	3	16.1021952659546
1304401	13	Norte	URUCURITUBA / AMAZONAS	URUCURITUBA (AM)	23945	URUCURITUBA	AM	AMAZONAS	2	8.35247442054709
1400027	14	Norte	AMAJARI / RORAIMA	AMAJARI (RR)	13927	AMAJARI	RR	RORAIMA	1	7.18029726430674
1400100	14	Norte	BOA VISTA / RORAIMA	BOA VISTA (RR)	413486	BOA VISTA	RR	RORAIMA	47	11.3667693706679
1400159	14	Norte	BONFIM / RORAIMA	BONFIM (RR)	13923	BONFIM	RR	RORAIMA	1	7.18236012353659
1400175	14	Norte	CANTA / RORAIMA	CANTA (RR)	18682	CANTA	RR	RORAIMA	10	53.527459586768
1400209	14	Norte	CARACARAI / RORAIMA	CARACARAI (RR)	20957	CARACARAI	RR	RORAIMA	50	238.58376676051
1400233	14	Norte	CAROEBE / RORAIMA	CAROEBE (RR)	10656	CAROEBE	RR	RORAIMA	5	46.9219219219219
1400282	14	Norte	IRACEMA / RORAIMA	IRACEMA (RR)	10023	IRACEMA	RR	RORAIMA	5	49.885263893046
1400308	14	Norte	MUCAJAI / RORAIMA	MUCAJAI (RR)	18095	MUCAJAI	RR	RORAIMA	44	243.161094224924
1400407	14	Norte	NORMANDIA / RORAIMA	NORMANDIA (RR)	13986	NORMANDIA	RR	RORAIMA	1	7.15000715000715
1400456	14	Norte	PACARAIMA / RORAIMA	PACARAIMA (RR)	19305	PACARAIMA	RR	RORAIMA	21	108.780108780109
1400472	14	Norte	RORAINOPOLIS / RORAIMA	RORAINOPOLIS (RR)	32647	RORAINOPOLIS	RR	RORAIMA	218	667.748950899011
1400506	14	Norte	SAO JOAO DA BALIZA / RORAIMA	SAO JOAO DA BALIZA (RR)	8858	SAO JOAO DA BALIZA	RR	RORAIMA	23	259.652291713705
1500107	15	Norte	ABAETETUBA / PARA	ABAETETUBA (PA)	158188	ABAETETUBA	PA	PARA	3	1.89647760892103
1500404	15	Norte	ALENQUER / PARA	ALENQUER (PA)	69377	ALENQUER	PA	PARA	19	27.3865978638454
1500602	15	Norte	ALTAMIRA / PARA	ALTAMIRA (PA)	126279	ALTAMIRA	PA	PARA	3	2.37569192027178
1500800	15	Norte	ANANINDEUA / PARA	ANANINDEUA (PA)	478778	ANANINDEUA	PA	PARA	8	1.67092055190506
1500909	15	Norte	AUGUSTO CORREA / PARA	AUGUSTO CORREA (PA)	44573	AUGUSTO CORREA	PA	PARA	3	6.73053193637404
1501303	15	Norte	BARCARENA / PARA	BARCARENA (PA)	126650	BARCARENA	PA	PARA	8	6.31662060797473
1501402	15	Norte	BELEM / PARA	BELEM (PA)	1303403	BELEM	PA	PARA	14	1.07411138381606
1501501	15	Norte	BENEVIDES / PARA	BENEVIDES (PA)	63567	BENEVIDES	PA	PARA	3	4.71942989286894
1501907	15	Norte	BUJARU / PARA	BUJARU (PA)	24383	BUJARU	PA	PARA	1	4.10121806176434
1502103	15	Norte	CAMETA / PARA	CAMETA (PA)	134184	CAMETA	PA	PARA	4	2.98098133905682
1502202	15	Norte	CAPANEMA / PARA	CAPANEMA (PA)	70394	CAPANEMA	PA	PARA	3	4.26172685172032
1502400	15	Norte	CASTANHAL / PARA	CASTANHAL (PA)	192256	CASTANHAL	PA	PARA	30	15.6041944074567
1502608	15	Norte	COLARES / PARA	COLARES (PA)	12868	COLARES	PA	PARA	2	15.5424308361828
1502772	15	Norte	CURIONOPOLIS / PARA	CURIONOPOLIS (PA)	19950	CURIONOPOLIS	PA	PARA	2	10.0250626566416
1502855	15	Norte	CURUA / PARA	CURUA (PA)	14117	CURUA	PA	PARA	11	77.9202380109088
1502905	15	Norte	CURUCA / PARA	CURUCA (PA)	41262	CURUCA	PA	PARA	2	4.84707479036402
1502939	15	Norte	DOM ELISEU / PARA	DOM ELISEU (PA)	58484	DOM ELISEU	PA	PARA	1	1.70986936598044
1503002	15	Norte	FARO / PARA	FARO (PA)	8728	FARO	PA	PARA	3	34.3721356553621
1503200	15	Norte	IGARAPE-ACU / PARA	IGARAPE-ACU (PA)	35797	IGARAPE-ACU	PA	PARA	3	8.38059055228092
