code_muni	code_state	name_region	Cidade_Estado	municipio_sigla	pop	Cidade	Sigla	estado	Total_Casos	incidencia
2932903	29	Nordeste	VALENCA / BAHIA	VALENCA (BA)	85655	VALENCA	BA	BAHIA	14	16.344638374876
2933505	29	Nordeste	WENCESLAU GUIMARAES / BAHIA	WENCESLAU GUIMARAES (BA)	24474	WENCESLAU GUIMARAES	BA	BAHIA	4	16.343875132794
3104700	31	Sudeste	ATALEIA / MINAS GERAIS	ATALEIA (MG)	13736	ATALEIA	MG	MINAS GERAIS	1	7.28013977868375
3106200	31	Sudeste	BELO HORIZONTE / MINAS GERAIS	BELO HORIZONTE (MG)	2315560	BELO HORIZONTE	MG	MINAS GERAIS	1	0.0431860975314827
3110301	31	Sudeste	CALDAS / MINAS GERAIS	CALDAS (MG)	14217	CALDAS	MG	MINAS GERAIS	1	7.03383273545755
3118007	31	Sudeste	CONGONHAS / MINAS GERAIS	CONGONHAS (MG)	52890	CONGONHAS	MG	MINAS GERAIS	1	1.89071658158442
3119401	31	Sudeste	CORONEL FABRICIANO / MINAS GERAIS	CORONEL FABRICIANO (MG)	104736	CORONEL FABRICIANO	MG	MINAS GERAIS	30	28.6434463794684
3125606	31	Sudeste	FELISBURGO / MINAS GERAIS	FELISBURGO (MG)	6489	FELISBURGO	MG	MINAS GERAIS	1	15.4106950223455
3127503	31	Sudeste	GONZAGA / MINAS GERAIS	GONZAGA (MG)	5230	GONZAGA	MG	MINAS GERAIS	1	19.1204588910134
3131307	31	Sudeste	IPATINGA / MINAS GERAIS	IPATINGA (MG)	227731	IPATINGA	MG	MINAS GERAIS	3	1.31734370814689
3131802	31	Sudeste	ITABIRINHA / MINAS GERAIS	ITABIRINHA (MG)	10362	ITABIRINHA	MG	MINAS GERAIS	1	9.65064659332175
3132701	31	Sudeste	ITAMBACURI / MINAS GERAIS	ITAMBACURI (MG)	21042	ITAMBACURI	MG	MINAS GERAIS	2	9.5047999239616
3136108	31	Sudeste	JOANESIA / MINAS GERAIS	JOANESIA (MG)	4329	JOANESIA	MG	MINAS GERAIS	30	693.000693000693
3136801	31	Sudeste	JURAMENTO / MINAS GERAIS	JURAMENTO (MG)	3768	JURAMENTO	MG	MINAS GERAIS	1	26.5392781316348
3156809	31	Sudeste	SABINOPOLIS / MINAS GERAIS	SABINOPOLIS (MG)	14240	SABINOPOLIS	MG	MINAS GERAIS	1	7.02247191011236
3158201	31	Sudeste	SANTA MARIA DO SUACUI / MINAS GERAIS	SANTA MARIA DO SUACUI (MG)	12788	SANTA MARIA DO SUACUI	MG	MINAS GERAIS	1	7.81983109164842
3168705	31	Sudeste	TIMOTEO / MINAS GERAIS	TIMOTEO (MG)	81579	TIMOTEO	MG	MINAS GERAIS	15	18.3870849115581
3200102	32	Sudeste	AFONSO CLAUDIO / ESPIRITO SANTO	AFONSO CLAUDIO (ES)	30684	AFONSO CLAUDIO	ES	ESPIRITO SANTO	2	6.5180550123843
3200169	32	Sudeste	AGUA DOCE DO NORTE / ESPIRITO SANTO	AGUA DOCE DO NORTE (ES)	12042	AGUA DOCE DO NORTE	ES	ESPIRITO SANTO	1	8.30426839395449
3200409	32	Sudeste	ANCHIETA / ESPIRITO SANTO	ANCHIETA (ES)	29984	ANCHIETA	ES	ESPIRITO SANTO	31	103.388473852721
3200607	32	Sudeste	ARACRUZ / ESPIRITO SANTO	ARACRUZ (ES)	94765	ARACRUZ	ES	ESPIRITO SANTO	2	2.11048382841767
3200805	32	Sudeste	BAIXO GUANDU / ESPIRITO SANTO	BAIXO GUANDU (ES)	30674	BAIXO GUANDU	ES	ESPIRITO SANTO	2	6.52017995696681
3201159	32	Sudeste	BREJETUBA / ESPIRITO SANTO	BREJETUBA (ES)	12985	BREJETUBA	ES	ESPIRITO SANTO	2	15.4023873700424
3201308	32	Sudeste	CARIACICA / ESPIRITO SANTO	CARIACICA (ES)	353491	CARIACICA	ES	ESPIRITO SANTO	1	0.28289263375871
3201506	32	Sudeste	COLATINA / ESPIRITO SANTO	COLATINA (ES)	120033	COLATINA	ES	ESPIRITO SANTO	44	36.6565861054877
3202207	32	Sudeste	FUNDAO / ESPIRITO SANTO	FUNDAO (ES)	18014	FUNDAO	ES	ESPIRITO SANTO	17	94.3710447429777
3202256	32	Sudeste	GOVERNADOR LINDENBERG / ESPIRITO SANTO	GOVERNADOR LINDENBERG (ES)	11009	GOVERNADOR LINDENBERG	ES	ESPIRITO SANTO	8	72.6678172404396
3202306	32	Sudeste	GUACUI / ESPIRITO SANTO	GUACUI (ES)	29358	GUACUI	ES	ESPIRITO SANTO	1	3.40622658219225
3202454	32	Sudeste	IBATIBA / ESPIRITO SANTO	IBATIBA (ES)	25380	IBATIBA	ES	ESPIRITO SANTO	1	3.94011032308905
3202504	32	Sudeste	IBIRACU / ESPIRITO SANTO	IBIRACU (ES)	11723	IBIRACU	ES	ESPIRITO SANTO	19	162.074554294976
3202702	32	Sudeste	ITAGUACU / ESPIRITO SANTO	ITAGUACU (ES)	13589	ITAGUACU	ES	ESPIRITO SANTO	13	95.6656118919715
3203056	32	Sudeste	JAGUARE / ESPIRITO SANTO	JAGUARE (ES)	28931	JAGUARE	ES	ESPIRITO SANTO	1	3.4564999481525
3203163	32	Sudeste	LARANJA DA TERRA / ESPIRITO SANTO	LARANJA DA TERRA (ES)	11094	LARANJA DA TERRA	ES	ESPIRITO SANTO	101	910.402019109429
3203205	32	Sudeste	LINHARES / ESPIRITO SANTO	LINHARES (ES)	166786	LINHARES	ES	ESPIRITO SANTO	11	6.59527778110873
3203353	32	Sudeste	MARILANDIA / ESPIRITO SANTO	MARILANDIA (ES)	12387	MARILANDIA	ES	ESPIRITO SANTO	5	40.3648986841043
3203403	32	Sudeste	MIMOSO DO SUL / ESPIRITO SANTO	MIMOSO DO SUL (ES)	24475	MIMOSO DO SUL	ES	ESPIRITO SANTO	8	32.6864147088866
3204005	32	Sudeste	PANCAS / ESPIRITO SANTO	PANCAS (ES)	18893	PANCAS	ES	ESPIRITO SANTO	1	5.29296564865294
3204054	32	Sudeste	PEDRO CANARIO / ESPIRITO SANTO	PEDRO CANARIO (ES)	21522	PEDRO CANARIO	ES	ESPIRITO SANTO	1	4.64640832636372
3204203	32	Sudeste	PIUMA / ESPIRITO SANTO	PIUMA (ES)	22300	PIUMA	ES	ESPIRITO SANTO	1	4.48430493273543
3204351	32	Sudeste	RIO BANANAL / ESPIRITO SANTO	RIO BANANAL (ES)	19274	RIO BANANAL	ES	ESPIRITO SANTO	65	337.241880253191
3204559	32	Sudeste	SANTA MARIA DE JETIBA / ESPIRITO SANTO	SANTA MARIA DE JETIBA (ES)	41636	SANTA MARIA DE JETIBA	ES	ESPIRITO SANTO	6	14.4106062061677
3204609	32	Sudeste	SANTA TERESA / ESPIRITO SANTO	SANTA TERESA (ES)	22808	SANTA TERESA	ES	ESPIRITO SANTO	4	17.5377060680463
3204708	32	Sudeste	SAO GABRIEL DA PALHA / ESPIRITO SANTO	SAO GABRIEL DA PALHA (ES)	32252	SAO GABRIEL DA PALHA	ES	ESPIRITO SANTO	23	71.3134069205011
3204906	32	Sudeste	SAO MATEUS / ESPIRITO SANTO	SAO MATEUS (ES)	123752	SAO MATEUS	ES	ESPIRITO SANTO	1	0.808067748400026
3205002	32	Sudeste	SERRA / ESPIRITO SANTO	SERRA (ES)	520653	SERRA	ES	ESPIRITO SANTO	7	1.3444655077374
3205010	32	Sudeste	SOORETAMA / ESPIRITO SANTO	SOORETAMA (ES)	26502	SOORETAMA	ES	ESPIRITO SANTO	4	15.0932005131688
3205101	32	Sudeste	VIANA / ESPIRITO SANTO	VIANA (ES)	73423	VIANA	ES	ESPIRITO SANTO	1	1.36197104449559
3205150	32	Sudeste	VILA PAVAO / ESPIRITO SANTO	VILA PAVAO (ES)	8911	VILA PAVAO	ES	ESPIRITO SANTO	5	56.1104253170239
3205176	32	Sudeste	VILA VALERIO / ESPIRITO SANTO	VILA VALERIO (ES)	13728	VILA VALERIO	ES	ESPIRITO SANTO	3	21.8531468531469
3205200	32	Sudeste	VILA VELHA / ESPIRITO SANTO	VILA VELHA (ES)	467722	VILA VELHA	ES	ESPIRITO SANTO	8	1.71041772676932
3205309	32	Sudeste	VITORIA / ESPIRITO SANTO	VITORIA (ES)	322869	VITORIA	ES	ESPIRITO SANTO	8	2.47778510789206
3300100	33	Sudeste	ANGRA DOS REIS / RIO DE JANEIRO	ANGRA DOS REIS (RJ)	167434	ANGRA DOS REIS	RJ	RIO DE JANEIRO	5	2.98625129901931
3300407	33	Sudeste	BARRA MANSA / RIO DE JANEIRO	BARRA MANSA (RJ)	169894	BARRA MANSA	RJ	RIO DE JANEIRO	2	1.17720460993325
3300605	33	Sudeste	BOM JESUS DO ITABAPOANA / RIO DE JANEIRO	BOM JESUS DO ITABAPOANA (RJ)	35173	BOM JESUS DO ITABAPOANA	RJ	RIO DE JANEIRO	7	19.9016290904956
3300803	33	Sudeste	CACHOEIRAS DE MACACU / RIO DE JANEIRO	CACHOEIRAS DE MACACU (RJ)	56943	CACHOEIRAS DE MACACU	RJ	RIO DE JANEIRO	1	1.7561421070193
3301702	33	Sudeste	DUQUE DE CAXIAS / RIO DE JANEIRO	DUQUE DE CAXIAS (RJ)	808161	DUQUE DE CAXIAS	RJ	RIO DE JANEIRO	1	0.123737720577954
3301850	33	Sudeste	GUAPIMIRIM / RIO DE JANEIRO	GUAPIMIRIM (RJ)	51696	GUAPIMIRIM	RJ	RIO DE JANEIRO	6	11.6063138347261
3301900	33	Sudeste	ITABORAI / RIO DE JANEIRO	ITABORAI (RJ)	224267	ITABORAI	RJ	RIO DE JANEIRO	1	0.445897078036448
3302270	33	Sudeste	JAPERI / RIO DE JANEIRO	JAPERI (RJ)	96289	JAPERI	RJ	RIO DE JANEIRO	3	3.11562068356718
3302502	33	Sudeste	MAGE / RIO DE JANEIRO	MAGE (RJ)	228127	MAGE	RJ	RIO DE JANEIRO	1	0.438352321294717
3302858	33	Sudeste	MESQUITA / RIO DE JANEIRO	MESQUITA (RJ)	167127	MESQUITA	RJ	RIO DE JANEIRO	1	0.598347364579033
3303302	33	Sudeste	NITEROI / RIO DE JANEIRO	NITEROI (RJ)	481749	NITEROI	RJ	RIO DE JANEIRO	2	0.41515394946331
3303401	33	Sudeste	NOVA FRIBURGO / RIO DE JANEIRO	NOVA FRIBURGO (RJ)	189939	NOVA FRIBURGO	RJ	RIO DE JANEIRO	1	0.52648481881025
3303500	33	Sudeste	NOVA IGUACU / RIO DE JANEIRO	NOVA IGUACU (RJ)	785867	NOVA IGUACU	RJ	RIO DE JANEIRO	1	0.127247994889721
3303609	33	Sudeste	PARACAMBI / RIO DE JANEIRO	PARACAMBI (RJ)	41375	PARACAMBI	RJ	RIO DE JANEIRO	1	2.41691842900302
3303856	33	Sudeste	PATY DO ALFERES / RIO DE JANEIRO	PATY DO ALFERES (RJ)	29619	PATY DO ALFERES	RJ	RIO DE JANEIRO	1	3.37621121577366
3303955	33	Sudeste	PINHEIRAL / RIO DE JANEIRO	PINHEIRAL (RJ)	24298	PINHEIRAL	RJ	RIO DE JANEIRO	1	4.11556506708371
3304003	33	Sudeste	PIRAI / RIO DE JANEIRO	PIRAI (RJ)	27474	PIRAI	RJ	RIO DE JANEIRO	26	94.6349275678824
3304524	33	Sudeste	RIO DAS OSTRAS / RIO DE JANEIRO	RIO DAS OSTRAS (RJ)	156491	RIO DAS OSTRAS	RJ	RIO DE JANEIRO	1	0.639014384213789
3304557	33	Sudeste	RIO DE JANEIRO / RIO DE JANEIRO	RIO DE JANEIRO (RJ)	6211223	RIO DE JANEIRO	RJ	RIO DE JANEIRO	17	0.273698110661942
3304904	33	Sudeste	SAO GONCALO / RIO DE JANEIRO	SAO GONCALO (RJ)	896744	SAO GONCALO	RJ	RIO DE JANEIRO	1	0.111514545957375
3305505	33	Sudeste	SAQUAREMA / RIO DE JANEIRO	SAQUAREMA (RJ)	89559	SAQUAREMA	RJ	RIO DE JANEIRO	1	1.11658236469813
3305554	33	Sudeste	SEROPEDICA / RIO DE JANEIRO	SEROPEDICA (RJ)	80596	SEROPEDICA	RJ	RIO DE JANEIRO	1	1.24075636508015
3305802	33	Sudeste	TERESOPOLIS / RIO DE JANEIRO	TERESOPOLIS (RJ)	165123	TERESOPOLIS	RJ	RIO DE JANEIRO	1	0.605609151965504
3306107	33	Sudeste	VALENCA / RIO DE JANEIRO	VALENCA (RJ)	68088	VALENCA	RJ	RIO DE JANEIRO	2	2.93737516155563
3306305	33	Sudeste	VOLTA REDONDA / RIO DE JANEIRO	VOLTA REDONDA (RJ)	261563	VOLTA REDONDA	RJ	RIO DE JANEIRO	1	0.38231707083953
3518404	35	Sudeste	GUARATINGUETA / SAO PAULO	GUARATINGUETA (SP)	118044	GUARATINGUETA	SP	SAO PAULO	2	1.69428348751313
3520442	35	Sudeste	ILHA SOLTEIRA / SAO PAULO	ILHA SOLTEIRA (SP)	25549	ILHA SOLTEIRA	SP	SAO PAULO	1	3.91404751653685
3525904	35	Sudeste	JUNDIAI / SAO PAULO	JUNDIAI (SP)	443221	JUNDIAI	SP	SAO PAULO	1	0.225621078423631
3532405	35	Sudeste	NAZARE PAULISTA / SAO PAULO	NAZARE PAULISTA (SP)	18217	NAZARE PAULISTA	SP	SAO PAULO	1	5.48937805346654
3548500	35	Sudeste	SANTOS / SAO PAULO	SANTOS (SP)	418608	SANTOS	SP	SAO PAULO	1	0.238886977793067
3550308	35	Sudeste	SAO PAULO / SAO PAULO	SAO PAULO (SP)	11451999	SAO PAULO	SP	SAO PAULO	3	0.0261962998774275
4100202	41	Sul	ADRIANOPOLIS / PARANA	ADRIANOPOLIS (PR)	6256	ADRIANOPOLIS	PR	PARANA	1	15.9846547314578
4100509	41	Sul	ALTONIA / PARANA	ALTONIA (PR)	18742	ALTONIA	PR	PARANA	1	5.33560986020702
4101408	41	Sul	APUCARANA / PARANA	APUCARANA (PR)	130134	APUCARANA	PR	PARANA	1	0.768438686277222
4105508	41	Sul	CIANORTE / PARANA	CIANORTE (PR)	79527	CIANORTE	PR	PARANA	1	1.25743458196587
4106902	41	Sul	CURITIBA / PARANA	CURITIBA (PR)	1773718	CURITIBA	PR	PARANA	1	0.0563787479182147
4108304	41	Sul	FOZ DO IGUACU / PARANA	FOZ DO IGUACU (PR)	285415	FOZ DO IGUACU	PR	PARANA	1	0.350367009442391
4109906	41	Sul	ICARAIMA / PARANA	ICARAIMA (PR)	8991	ICARAIMA	PR	PARANA	1	11.1222333444556
4114104	41	Sul	MANDAGUACU / PARANA	MANDAGUACU (PR)	31457	MANDAGUACU	PR	PARANA	1	3.17894268366341
4125753	41	Sul	SAO PEDRO DO IGUACU / PARANA	SAO PEDRO DO IGUACU (PR)	5784	SAO PEDRO DO IGUACU	PR	PARANA	1	17.2890733056708
4128203	41	Sul	UNIAO DA VITORIA / PARANA	UNIAO DA VITORIA (PR)	55033	UNIAO DA VITORIA	PR	PARANA	1	1.81709156324387
4200507	42	Sul	AGUAS DE CHAPECO / SANTA CATARINA	AGUAS DE CHAPECO (SC)	6036	AGUAS DE CHAPECO	SC	SANTA CATARINA	1	16.5672630881378
4201208	42	Sul	ANTONIO CARLOS / SANTA CATARINA	ANTONIO CARLOS (SC)	11224	ANTONIO CARLOS	SC	SANTA CATARINA	2	17.8189593727726
4202206	42	Sul	BENEDITO NOVO / SANTA CATARINA	BENEDITO NOVO (SC)	10520	BENEDITO NOVO	SC	SANTA CATARINA	1	9.50570342205323
4202404	42	Sul	BLUMENAU / SANTA CATARINA	BLUMENAU (SC)	361261	BLUMENAU	SC	SANTA CATARINA	9	2.49127362211808
4202701	42	Sul	BOTUVERA / SANTA CATARINA	BOTUVERA (SC)	5363	BOTUVERA	SC	SANTA CATARINA	36	671.266082416558
4202909	42	Sul	BRUSQUE / SANTA CATARINA	BRUSQUE (SC)	141385	BRUSQUE	SC	SANTA CATARINA	8	5.6583088729356
4203709	42	Sul	CANELINHA / SANTA CATARINA	CANELINHA (SC)	12821	CANELINHA	SC	SANTA CATARINA	1	7.79970361126277
4204509	42	Sul	CORUPA / SANTA CATARINA	CORUPA (SC)	15267	CORUPA	SC	SANTA CATARINA	3	19.6502259775987
4206306	42	Sul	GUABIRUBA / SANTA CATARINA	GUABIRUBA (SC)	24543	GUABIRUBA	SC	SANTA CATARINA	1	4.0744815222263
4206504	42	Sul	GUARAMIRIM / SANTA CATARINA	GUARAMIRIM (SC)	46711	GUARAMIRIM	SC	SANTA CATARINA	1	2.14082336066451
4207106	42	Sul	ILHOTA / SANTA CATARINA	ILHOTA (SC)	17046	ILHOTA	SC	SANTA CATARINA	6	35.1988736360436
4208104	42	Sul	ITAIOPOLIS / SANTA CATARINA	ITAIOPOLIS (SC)	22051	ITAIOPOLIS	SC	SANTA CATARINA	1	4.53494172599882
4208906	42	Sul	JARAGUA DO SUL / SANTA CATARINA	JARAGUA DO SUL (SC)	182660	JARAGUA DO SUL	SC	SANTA CATARINA	1	0.547465235957517
4210001	42	Sul	LUIZ ALVES / SANTA CATARINA	LUIZ ALVES (SC)	11684	LUIZ ALVES	SC	SANTA CATARINA	87	744.608010955152
4213203	42	Sul	POMERODE / SANTA CATARINA	POMERODE (SC)	34289	POMERODE	SC	SANTA CATARINA	1	2.91638717956196
4217105	42	Sul	SAO MARTINHO / SANTA CATARINA	SAO MARTINHO (SC)	3405	SAO MARTINHO	SC	SANTA CATARINA	1	29.3685756240822
4217402	42	Sul	SCHROEDER / SANTA CATARINA	SCHROEDER (SC)	20061	SCHROEDER	SC	SANTA CATARINA	7	34.8935745974777
4218004	42	Sul	TIJUCAS / SANTA CATARINA	TIJUCAS (SC)	51592	TIJUCAS	SC	SANTA CATARINA	2	3.8765700108544
4311007	43	Sul	JAGUARAO / RIO GRANDE DO SUL	JAGUARAO (RS)	26603	JAGUARAO	RS	RIO GRANDE DO SUL	1	3.75897455174229
4314902	43	Sul	PORTO ALEGRE / RIO GRANDE DO SUL	PORTO ALEGRE (RS)	1332845	PORTO ALEGRE	RS	RIO GRANDE DO SUL	1	0.0750274788141157
5002704	50	Centro Oeste	CAMPO GRANDE / MATO GROSSO DO SUL	CAMPO GRANDE (MS)	898100	CAMPO GRANDE	MS	MATO GROSSO DO SUL	5	0.556730876294399
5007901	50	Centro Oeste	SIDROLANDIA / MATO GROSSO DO SUL	SIDROLANDIA (MS)	47118	SIDROLANDIA	MS	MATO GROSSO DO SUL	2	4.24466233711108
5100805	51	Centro Oeste	APIACAS / MATO GROSSO	APIACAS (MT)	8590	APIACAS	MT	MATO GROSSO	1	11.6414435389988
5101407	51	Centro Oeste	ARIPUANA / MATO GROSSO	ARIPUANA (MT)	24626	ARIPUANA	MT	MATO GROSSO	1	4.0607488020791
5102678	51	Centro Oeste	CAMPO VERDE / MATO GROSSO	CAMPO VERDE (MT)	44585	CAMPO VERDE	MT	MATO GROSSO	2	4.48581361444432
5103205	51	Centro Oeste	COLIDER / MATO GROSSO	COLIDER (MT)	31370	COLIDER	MT	MATO GROSSO	1	3.18775900541919
5103254	51	Centro Oeste	COLNIZA / MATO GROSSO	COLNIZA (MT)	25766	COLNIZA	MT	MATO GROSSO	2	7.76216719708142
5103403	51	Centro Oeste	CUIABA / MATO GROSSO	CUIABA (MT)	650877	CUIABA	MT	MATO GROSSO	2	0.307277719138946
5104104	51	Centro Oeste	GUARANTA DO NORTE / MATO GROSSO	GUARANTA DO NORTE (MT)	31024	GUARANTA DO NORTE	MT	MATO GROSSO	3	9.66993295513151
5105259	51	Centro Oeste	LUCAS DO RIO VERDE / MATO GROSSO	LUCAS DO RIO VERDE (MT)	83798	LUCAS DO RIO VERDE	MT	MATO GROSSO	1	1.19334590324351
5106000	51	Centro Oeste	NORTELANDIA / MATO GROSSO	NORTELANDIA (MT)	5956	NORTELANDIA	MT	MATO GROSSO	1	16.7897918065816
5106299	51	Centro Oeste	PARANAITA / MATO GROSSO	PARANAITA (MT)	11671	PARANAITA	MT	MATO GROSSO	1	8.56824608002742
5106372	51	Centro Oeste	PEDRA PRETA / MATO GROSSO	PEDRA PRETA (MT)	18066	PEDRA PRETA	MT	MATO GROSSO	1	5.53525960367541
5106752	51	Centro Oeste	PONTES E LACERDA / MATO GROSSO	PONTES E LACERDA (MT)	52018	PONTES E LACERDA	MT	MATO GROSSO	3	5.76723441885501
5107578	51	Centro Oeste	RONDOLANDIA / MATO GROSSO	RONDOLANDIA (MT)	3505	RONDOLANDIA	MT	MATO GROSSO	1	28.5306704707561
5107602	51	Centro Oeste	RONDONOPOLIS / MATO GROSSO	RONDONOPOLIS (MT)	244911	RONDONOPOLIS	MT	MATO GROSSO	1	0.408311590741126
5107701	51	Centro Oeste	ROSARIO OESTE / MATO GROSSO	ROSARIO OESTE (MT)	15453	ROSARIO OESTE	MT	MATO GROSSO	12	77.65482430596
5107925	51	Centro Oeste	SORRISO / MATO GROSSO	SORRISO (MT)	110635	SORRISO	MT	MATO GROSSO	1	0.903873096217291
5107958	51	Centro Oeste	TANGARA DA SERRA / MATO GROSSO	TANGARA DA SERRA (MT)	106434	TANGARA DA SERRA	MT	MATO GROSSO	3	2.81864817633463
5108402	51	Centro Oeste	VARZEA GRANDE / MATO GROSSO	VARZEA GRANDE (MT)	300078	VARZEA GRANDE	MT	MATO GROSSO	1	0.333246689194143
5201405	52	Centro Oeste	APARECIDA DE GOIANIA / GOIAS	APARECIDA DE GOIANIA (GO)	527796	APARECIDA DE GOIANIA	GO	GOIAS	2	0.378934285216258
5203302	52	Centro Oeste	BELA VISTA DE GOIAS / GOIAS	BELA VISTA DE GOIAS (GO)	34445	BELA VISTA DE GOIAS	GO	GOIAS	1	2.90317898098418
5204508	52	Centro Oeste	CALDAS NOVAS / GOIAS	CALDAS NOVAS (GO)	98622	CALDAS NOVAS	GO	GOIAS	2	2.02794508324715
5205455	52	Centro Oeste	CEZARINA / GOIAS	CEZARINA (GO)	8090	CEZARINA	GO	GOIAS	1	12.3609394313968
5206206	52	Centro Oeste	CRISTALINA / GOIAS	CRISTALINA (GO)	62337	CRISTALINA	GO	GOIAS	1	1.6041837111186
5211909	52	Centro Oeste	JATAI / GOIAS	JATAI (GO)	105729	JATAI	GO	GOIAS	6	5.67488579292342
5215801	52	Centro Oeste	PALMELO / GOIAS	PALMELO (GO)	2259	PALMELO	GO	GOIAS	1	44.2673749446658
5300108	53	Centro Oeste	BRASILIA / DISTRITO FEDERAL	BRASILIA (DF)	2817381	BRASILIA	DF	DISTRITO FEDERAL	1	0.035493956976355
